Word,Len,2:5,6:10,11:15,16:,SHA-512,
caliph,6,0,1,0,0,1b4a81321cce927c5381d35b4efb39c98602bb49cd9873a8be3127b57fee6d9551b9acd5e72720606f6d937869b6018d743fef072d3c6bcee07acab5641b7c94,
magazine,8,0,1,0,0,0ed55302910869a03fe7804e06b40fa0ed95ae53bf0bf3d9bc60ab2d4b8c52c4b079f8477ed15d4f0ce9069ec1fed69e15b9e274ec75ec1f5779cf394a5a3412,
transmit,8,0,1,0,0,07a33201df95d09963fba00791c162342431f4f50d77cb06aac7db8ab7e9c339ccc4bfd651ade86ad3a8cff202ac14a2dc87b9bbb8978114ff1d654003d6fbdb,
subordination,13,0,0,1,0,61dd3e739485e9b5dc76b02b46e0a52e7b8c5eff230289baaa37d74777d80c36bb42849059d796e732d2e5541974dfdcf0fa6ffc96d74e56d550ba86860cef88,
MSG,3,1,0,0,0,6c15c7c0ff0134507a24b27ab5493c5b1dceceefc08b79b5af473ad5f7c15d6325d973744c066ce7aef7b1403d8c00b8cc36836d0409bf9ec296cfd302b57d4e,
quanta,6,0,1,0,0,71280f5b984315131c949d5bc8f494e12943d99e87e240c723be6fb5d1614e5c447e0a9bfd90fff385d4646ddcb09ef6f210294f91d937c640a137a6791b6697,
breath,6,0,1,0,0,c8bc9b7f64a1209395b5c6be9c7c0654b0be9b13919ee13c66183255291378e666e71e1ca109eb88014131abd5944b2d438ccaae239f0d5dc9f1034db7364db8,
mug shot,8,0,1,0,0,489ffd8361c42ac72959b9bad93d08b41ba1cbe4b678f4ac62526b53900f8e07071df3bb474f7b81e194db519bbe3ee9af60deda6f5b69b283dd960a5c4c3880,
pugnacity,9,0,1,0,0,75eb2f13ad708aed888f77adccbd9be77eaf023c8b5a2858291d1e592249b84d174fbb6e53ef6fd1b47840e837c126907214de3e7ad0254a712a94e1ffba3002,
accredit,8,0,1,0,0,bd63aee93164d90322935edaf28ba7d5da211ea2df38a0dbb2fb777aa5bf6b7d84c16fbe10cc9cece887cb2d46a453bd6b28d04b722ebde0a3baac4e218be5e3,
slather,7,0,1,0,0,5d719256bc9cdb84aa04f182c31d5012ae84b35f444a426e4bc6b3d88c9d5054e70afeda78a59d5d91e70f0712dc6c0decaca62dc8ec028de1e4c91010c04a22,
mull,4,1,0,0,0,66204af8761ba3696c569c7c1b16f9c0d78ec9c3d852661ab3ae213743a7091cc16f4d8f11ef0c28fbe84a760a824bcca62aed58e35ba7551e5d3f7c8af306c2,
evangelize,10,0,1,0,0,16401a333f931db8fa6f6f89051437e803a2124944183ceda767d49e7ff34b8c4d79734a1882c38c69426bff0db60ca8db8cd19f123886e625d2da49b0e9d63a,
reedy,5,1,0,0,0,f7f7127b92230a2bb295404734b7578bd885b65ad173f010ccd4f544b3289f148df3c8bb47da2a9e7da7fd5653e279bdd35f4a97145d6703f22ee7ef134d9497,
jealousy,8,0,1,0,0,de16382391b4ef94219c4fde2458a1c4be64d420fc8cdd49c6cf5e9807d859e38229790a7334920390e3662738cc0dc79f1a633a0126fa22b02800a8c8d3967f,
egalitarianism,14,0,0,1,0,791ff2b1effdb7e9d4a2fa4744c794e2b86dcd8d27448c28936d0deb83cd540069faa7871c188a02da7152572b934316746dbc71cb34addf1007553b77ed3a53,
slicker,7,0,1,0,0,093a0b857f6fb40acf256beb79b27b81d88be43f4579deba1295b012e26ff722b0e864f18f6e27591ffac88578a0eb5d643ce6ee419398e692cc5b3a7b72ab71,
maintenance,11,0,0,1,0,2b76813958b443598c8dbaba0d8e1048d49549862afd49828871d833ff5266cdded2625bf0147dc2be42f857196d34ec6fe4967e49a60b972c014cff51fc0ca8,
dusky,5,1,0,0,0,35985618be843f01e87647191d98239547d994d36c954faca20992ea5df120505dc1764266c59e2015087fe57ed0238bfae0c45f57a46a2bf20669ba88844057,
speedometer,11,0,0,1,0,d4a99a8cf89ac40be1847228cd2235ea2bb4ef7c83bb2a1235401510821cfe50674788228241aeea8416a88b54a47596704b6d9bffff40325cbae332172bb5c7,
overly,6,0,1,0,0,40198f632715be46d46daaf7e5e099c8e0b13e8dbe0226de72eaf2ab1715338f849175cd594913b1962dc1661d4e6ef9c9dd2a9734ab89d0b9b9facf87605f37,
corrosion,9,0,1,0,0,d440f52c6905af4a9861c9c5714f448c185a0515734fd26172303b75e1647ba3de621a0d8de94bede0c94d8bc157243df9acab01cc423d3f37418af3bf495db3,
decibel,7,0,1,0,0,96953a2a2ed9f63632bdc04b4b21c12782fc639dc8e03a2786254c70a847d06c78ec540ca53d468b976cad5755e79839cf71d0c0f835405879c49b31ba02ae82,
biographer,10,0,1,0,0,1322361b9a6d30130752791bea352760cb514a26e380c60e314d23c74fc252b6ee17f39f659c66ba1be7e1de00bb712d03a31d08279fb3540c27ff652e4c424e,
canard,6,0,1,0,0,8012eb7101f63a2052000edc5b98ee5cc22ec0aab5709e500e34d04a95ac1f65c9389191e1fae376d2e0c2b2a948746267ccd050a0a95e16c09cdfe1f838e59e,
loyal,5,1,0,0,0,2f3290afd8e52888691338b5f8771e513d68b053933a1da8839085c2b08ef2823bd760c56fab5c56d16f652ec1aeaeb3a5f8f10ad5e908287aff354ddb5c10e1,
mounting,8,0,1,0,0,d4c1bf7cdfba23bfecf4b56e8cd18773260806a17e7d828309ffa83fceaa847e06e8b18529cf18e7849d2d56e918a0368a0b3f283371016707ec283eb23b648b,
twiddle,7,0,1,0,0,703560fc80017957151ceab7273a6f712a2e015125e04cc60b09aea21cb38b268406146f19f54539c6e456743a7b4503e4842f9a2531dbbc26a28b7369485ed5,
nosebleed,9,0,1,0,0,5861ab52d4a78cba3a308956d1a968283795893e38880006ec2dd082dd63b4fb4490adb8dca23b857429a49d05db30be2a459232b74239640a65c9e67dc6dc8c,
effusion,8,0,1,0,0,38f951af27c96463d82507dbe2b47b6ba261926c424872444e13ee61b8e0813eec4faa270ed6cc28925cf3336bbc6f13575ad2b9d539659c9c2bc43842c2a299,
condiment,9,0,1,0,0,7a420e68efdcf0d5d8e188dc9eb336f5b5057eef850b46edfe04ff7bb881b6632b68e4b1ed3e9ccea15e268f693e6326903bace9fc1fab67d76dd18f0ee4f009,
second,6,0,1,0,0,9381e9a67aa361751cea90178c094ad6133742163cbd14f146be5c3ee6606d4e8ab4bdd839e7c672baa6eb87e06f59b2d3a68ad0533f2a13ef6c0c5d8769216a,
officious,9,0,1,0,0,a372f2d2b5f63d69a05696c72922b8f5bae001b3769b6f96928d6587894d6e8d3ac5a662395fe722a773c54350c3e0e6770b1b62a28acfde25cd8d3b18c22beb,
beck,4,1,0,0,0,97b970265741b089be4481ad62831ab347ad39935ce1917d8d4522c4669afb838170548a737a986dc66ddb01be9d438ae882b3254c3f173b88d5a2fd0877e983,
lorgnette,9,0,1,0,0,22f06646f1f04397b79cb0df4e9e4413c19bc0c73de9ffffac60c89bef3bf4cd7348b066cbff5c8d4ad2473716df90c6dae5bd1a9bcac88cc802de806be0d0cc,
pharyngeal,10,0,1,0,0,c3beb800c7c12ef1908b243430536e046f883ed7bd83bad0b6c2350e5a84a60a61dde8c4699ca03607dff4de05d5390fe37f43f2030135d27edc249d6a6d85d2,
defamation,10,0,1,0,0,fb7b58c0659c76bbc1de5ad84af580403b4576291e39e6d51bbedc3b10a083efda081f9f6a466fe98137192e4f281569d9954ec8f6fb3855ae07813285a10980,
Samaritan,9,0,1,0,0,75aa814195bd6ec800fad975053fb132f2c446462928c9d5ed8ff134f4b3e22515725c58a3136d48d0fa300a2a91b3c3b0fad52e940ae9c857e2bfd4f46bbc3a,
faith,5,1,0,0,0,7646dbbc9d333e58a189645025ea2a245ad5ac8a53e1a217d28f5a953b33171cba62ba37d59e2a7aee5047b551a81a9c6cfbbcde318486d4890285c28a9861e8,
snub-nosed,10,0,1,0,0,3f7ffb5a255d9642174e715a97a8e4e05db11bf0ca4e17af8d82b185a8b37239d64f80c6e46328d39ac37821a0aefd45353d0c4e011dac58a378119fcf28b95d,
writ,4,1,0,0,0,ecf88258dec064b9274df4aef644b57e71402b60d3f47addcda47004b9c7e9001845d4f99a1992ab6f36810d46b48ccede7ecf859bd8cba67c264a2537c008d2,
orchestration,13,0,0,1,0,e80a61a4fea0aa6be9471f6418ac31f0d84b40f2d7d57fc8490f68351cdae1183a328191998bed67efced577e8e8898a6c1cef079a2d1d0c140cf4751fa70049,
right triangle,14,0,0,1,0,faa2654e414383421998672683f712f7b9f8dbf2d33922e9f9a797dfcbcf87a9dbc1d83e9126ff877d90dad0ee545a91662f3a10f8e70761491b381f86dfce4e,
exclamatory,11,0,0,1,0,74cabd6db7e188b6a80bc0b89aba59fcd168557b25dc29d213457e4c57292662c7e9cc3ffcfdf6d56d151c23f7972464008fc5211dc2d66efa8f8c772cb8d40b,
German measles,14,0,0,1,0,f4479941f1ec99933fa06bcfed1d0d5af7409b4af5d4f820e1635ada6eb809042a8fb7fdb10310617d8460c7bd325c73cc26c2d44c4bc268c03b59ab7f36c497,
poison ivy,10,0,1,0,0,1b3f6dad9d3a36e0ada0df25dc2cab8b28c8c6d7e097153a02b419526445192183992dc10ddcdf421360c67bb754a334d5670a6569913f9387baeaa358d5b1d5,
drag race,9,0,1,0,0,8a06f26786fefd6fb9205cf659687e0c22264411a141cb29baa54140c1fb74b8fb5354d704507d02928f9bcffd0d27b84161717a49f4d900cbcc6485643e1127,
loner,5,1,0,0,0,3360c4b8c0d08a0d0b988fa44bb40b60befec33102f62530834d824656ba1c98e2f5ef5d8fbeb90612107c0112282fb632db2e0feaa26ff69ba761fffab746ad,
ban,3,1,0,0,0,51bebd2f488d28d9857881a72abb10e8f5e98665ded05cdc15f415eb60e8f24f94b6fcb0b13a5b559c7b75216cff644ec5584c38568db7e648c9b935ce4aa9ed,
onslaught,9,0,1,0,0,e46b3d596cb5e1397b39d84d0b3696f66101654302506c090dc6d2b4ed647080a106b15f65944def1c3d567cbed4e5b9c69998dc2c66e5c3d227bc9520fffe24,
drier,5,1,0,0,0,4c9b30f7dfc14808063b4a4b7384314f4fe353738b87765da6bddc53ddce1013895f734367fac236df50f7b6a44b9153cf6284b21c284836cde2003c7411358f,
drawing board,13,0,0,1,0,59a1f77ac0e734b5bd85ed1a1b84a62c6c7d1dde8a5d77fc8701e35a5f575d7d2f67a338043ad65e3aed9990ab096fd7f54092cbc434eb5368b5817681157da7,
Buddhist,8,0,1,0,0,c1f744219ddb41503fce3e6393fb26822f2c99e3f5a1f01c29f8ac418c295f1d8d0d00ef68edf2f662d7b382f8b7a10c032dbdc832c04aba9fab15784515b117,
triangle,8,0,1,0,0,21827651d460d7142f3168c7038e80c4b13e57675110d0a5a677f8ce31bfeb8e30783b3f671c0194b65d9583f63f5a71241c6b71272cfc01d514826855e89918,
corridor,8,0,1,0,0,8d8af2c96f249a11e70f06b5ecb78e4e07dc03862744ac3f4552a5859cbc8d90cf5885819f48c42c1193132cb1d3e32c63fa8df1431a81ec7789dcd790f7358e,
off-color,9,0,1,0,0,9fe5e078b3b1e3ae9d3c9ef3d9c49a97cab98cd7cbf391fd65a9eb17345887f3616dd474eb8a6a3dc830ef628b9fcf7034cab9bd426dece30fda4f9c8174fd11,
mortification,13,0,0,1,0,469c2e58fa389da35bbb6861de62ec47b6188c04e6cedefb1245e6e1ac7c741a1b40379bc0def7e896e79d1e0d1f029cdfb2c6a19ec946292d745bf50c7b0763,
Latin,5,1,0,0,0,7c0d46adbcfdb512fee19b3706cbbbccbb2bc112cc7c97609206a460f812858932d5ec5e9098783feb5fa71cb2f87ddf01135fc6232caa01c831eeeeac91c001,
mane,4,1,0,0,0,e6d3c13974b5efadac8a0267a95f0d40c90f9f72dff6ca5d42f6cd88ab3a03cf9f9893e6ce36de53cc9a113fd8dbe84ccb27d52238329c079a6510df1400fce4,
inflexibility,13,0,0,1,0,ca03e3679649475a6cb2fbf3d23e7762b909cc56b8c67fe37cb93c408b6d54f0efe0e3e52463d07e8338ab0f96dfaa74b7668b5c1f5fb39f35fc32108a5ee8b6,
specific gravity,16,0,0,0,1,7d696ab4b1b6eee8877464738a8f0e4429c575ba5592404cddd16852e5e29ca2fc4b5f6ce249bd866c4ab3f7c5ce62d363f273a9c39582a70f0594bdb4765553,
huntress,8,0,1,0,0,b451a60c2088b0e4632ffbea30677d437a126fef1e53aa4560b74f8bd037614beee8568693c857772ef93135aac9bda743a68e7631894d25e604673f0c16b7c7,
present-day,11,0,0,1,0,61b6f60f432b3e321075940d647a73ebc3603cbf555207c2bb544bf1b018585ef64a22dd9169ed411489416bb38722da0ce500927a309818d68f98940e03ed6c,
amber,5,1,0,0,0,3728e221db5745612ba47a3af070639388f5803646308e944fa0b41064c84a7139e9226aa3320ca7e919cb5acfe4f5b7c68fd6ae6a0a0b11b38187829897adf5,
afterward,9,0,1,0,0,55a9a124625bb035669f5e6942c2b0d1d889383a0b4e7e0d215f521cca94ec5bee38386b2cce0c7a6be509c0bc92cf2b96a1ef33f4893369ae92ca7b214599c9,
frazzle,7,0,1,0,0,350cb43d25da5439270e713a9dd1f9d55f89483ad6d7a30b28049cceac70829dc63cd12f354af4f0c53b3ec8f3591737bde581f211c23f936bb1477554d38d10,
occupy,6,0,1,0,0,101dc1db59b615106d491dd84040b2bae3b7b0f11a587832ace33f409873f79cc994f9bbdc376609d3b9c679b91e4b0b7d6251d2644a3895d888562394a737a6,
detract,7,0,1,0,0,9fb62529534b3de64cec462799b37f9c6990eb14c5d1ee0eecc6a35523f5233fba474421150d5eaeca4de21a48e7971b61aa2db609a4637cc13554a5191bb122,
essayist,8,0,1,0,0,7ed42936e83207bac9673e917393549aa0cbceaed584b832d72615a905e358a2904a3a1b2a2a12c612e5cb85b35858e36e32965cc5f094eebe49f3ece3fedc72,
mile,4,1,0,0,0,e0f0966208fa5896e96005aaa4fad30725e495d4b6b0159956daa8c6e99f501056c857595e0d5f27ca0b023d203a406270f44a51e5781fb3d9d42aed31421630,
horse chestnut,14,0,0,1,0,08566b5aaa76551b6e48ca85ec50bbfbde3bb9afc69cd46e072acda1fca2cf0cab3b74e6ded8b9b254e83b69af3710ae2d7b560605dc9bd35036fbd1cb3fd0c6,
momentous,9,0,1,0,0,64e4b9182cb7e5210697f14e15b331aa0bdcb23d7d934033c868e6a3ae5575aa83e6847dae3983a76d0020694689cf1342c159a935a3494bb3eb4ef6d015bbe4,
amplitude,9,0,1,0,0,8ea231a5ec430b0cf5629a0d057f530352651a16f3965379999e1589ae9dfbe3eecdf64c3972e68e3fa807008d7182c38c5bdfd91ea502f1ac7ffe445b015f4c,
singles bar,11,0,0,1,0,63bc6be16abccfba8ceb7d39644581644f0574c1713d207d9a431a19111238295b2d70cf7a70fb45cc86d0fbb7380d0a447829b39c70417bbbe2157e9e544f19,
cauliflower,11,0,0,1,0,74e4793f46e532397eedbe69387abd62b8137e0fcbb677dc9ae6b5aa565c31bb404fb81eb7c79495b025a768d4b63582df8df79e1fd4bd52701894539d7bfbaf,
fresh,5,1,0,0,0,e0d67c042662835dfea822d93855710ab5d3d5fd5ed583b43001c38dded1d2b956fdc276b18ae540e6b284dd6e0cf27120caec52bb3ed7349a6fa4440cc3acf4,
realm,5,1,0,0,0,217a8b5bdbf81f2beb14e0b6e5c3ef83db0f41458dc45cb874da60401b6d30366fb563c3cd7aa56f1626aa1e4ee4fa29bd853ca728af3c6eb19e9711ec33116f,
fourth dimension,16,0,0,0,1,3edfef72563626329c0a8f02b3731fd7c35f7a9c4cc240b9f9506b63946f20384af32b3cccd8be2fc352ac991ceae1508326fd7b9bd830a5e4a9ba84e9a42fe9,
aloud,5,1,0,0,0,18d745cfd1551e232069bc3cb43df03977d6439a45e1c6be11ffb38f6682981a9bdebc22676fbcc31cf62f33533dace447f7eb100be87bea2bf99382ff147471,
gavotte,7,0,1,0,0,8fc2235ef83395ae1410b3d0e38d78eb7f22c5c4431c0e1858ce8a3b912394c2baa8e43008e4c9572c865a9cdd7c65ca4741c779e6e9140c6e2281604ce12572,
raven,5,1,0,0,0,f5dc0ddea878670508444eba806aa5038cb9d6c40cd6d0b610083412e37eed2e367077cf162afca8f9dadaad1b00407b87bed9fed9de3486872ed74cf6ef3ef0,
banyan,6,0,1,0,0,eb2d25fb896127be2c6fdfb453b395fec4272fb3386c2f30ff86e04c894414694613a380a25e2c1ceea6fae1122eead86ba88b39f44807396a67050707cb9672,
sagacious,9,0,1,0,0,f3e7da3bb1674288550f72f9c8d2013ef586d53738fbbf84df423ef135e065511a592c0666a75bddd1173581643c43445d97ac284c188e2b67a717610e63b610,
crawl,5,1,0,0,0,f754d95e96df1d19483f5931252dca65080864a45a0002afcc50a782da173d971a4d8cbe726e5baa0b0078a48014e5d3abf19f65004153aec4c78e564794f7eb,
croup,5,1,0,0,0,b94d4a54ada3ca548c954465b20cdac2aba08089b80b42666181ee96de530d54551b1c4a6a0a362d256a169ad22fa57f81539fa8fa4256d40956be4766f75592,
yore,4,1,0,0,0,147c2cbd53ede840d7ac1ab72975509f16df10435e0aa643ad021dde5eff5fe94ed6cebfed18137ff9d87f33c472e6a4473cd53522a3ba4a400c9dd9db4c70d6,
inert,5,1,0,0,0,cef4474e2e9fba12d59a68abb4627b459d6142ab7268f8d2b6b0f7b590db6a3bac95b60f6264c83f78db9b742010020b42d3e2d333b7db2f6a9776a556f786e4,
station,7,0,1,0,0,40bb5fe48117219f2785be956555488781e843f0862edb3811944514ad57822cbadcdea3ffbc824b87b04a5b854cf8353af0ab8496c91afba128d73506b3b4ea,
echelon,7,0,1,0,0,03e1049fe15a3d6815b2793cd0ccbea17ab4f1df9366d3f6a751cbb7aea55df83d282fab51461a5f0ec1581cb24eb2e66406f00bf7891a4b3dca0d8c4e8b1f91,
philatelist,11,0,0,1,0,ce73d43bf7077c3ceddff194c245d07aa110c8c2d79cf7d16111d52138460cfa2671b46518eff4b9c95e4d2baa39d9be8204ecf6505a60d64fb3b785fe6c5bc6,
delusion,8,0,1,0,0,c8891c90a63815d1b1e881fcff9f5550e31bf235ec89f2d95e73d0090b9f3c36e600fbfafe52497873f8fef76200fe5568de5806114c1d538576e0cb32dd21e0,
military police,15,0,0,1,0,a370da63c56286f506d120e730bbee319381109d30c07e4ce7f586eb88685632bb5319b0ae5d87d54eec92a354c4d11735eab38eece63f7c8ed467da24037bb1,
jingoistic,10,0,1,0,0,b9b1bd99f31ce79010d844f1f3df6562ac53abd1574791ec2ace4e2469c279f4ba0a318e5b91936d232666eaa29a205edcb98f55c66b04cbe0d2c569578e5c13,
compare,7,0,1,0,0,7aa9b2f9868c20c2f465ae2450f47d3425b6d9d1cc9b5bd9e31a3c52d608ce17055049ec6c759c66581d0300a7126381c8065a99b8e4c62a69f768a4e7330ad0,
regulation,10,0,1,0,0,19385515ba630d10a3191fced2b8497a5374b409d56f8e62e3474d6cf01afcb9b733972ec28dc8e3434a2525e6c514ddf3423ba39c7b9a378ace99b3508d4930,
peanut butter,13,0,0,1,0,f5080818e135aaf3fb1a1be76da2f9a93f3a484ea82d41abf7f7e644cdc6f31660234e7da4eea7da7ddb0468e79f0e94c2e05fa7e35b3c81776890f71de0ea04,
desideratum,11,0,0,1,0,ffa13b97c4974c6aa8f114c5aacabaac39cef9b93d491c42bf6e7a6cd07b977bd4e3461225cf89e598559c9a03327e0bde199e8b0b6639b6b631050d8d435693,
sapling,7,0,1,0,0,651558c8c7c894e3b6a5f52496d1aeaaee54f6d56fff8d7cacc474071bf1420344ff830c6ea49827e9f5d1b5e236b782a322e7d9fde05290a35188d3e709f9f3,
span,4,1,0,0,0,0f98bbc7873f60970fca558fa72accb5aebd749df33c8611bd39d8df14065faf173165fa7a693761fb98345661b34c262413199c0627278ffd0bdb1d5c398ed9,
matinee,7,0,1,0,0,2734d0d92780280cb66f88f023cc169cc1fc5169496221344845094182bad4e544718c76275d338d7145bfafb651cf77dd6923ff827a6d774df0a5c208e92d8a,
confirm,7,0,1,0,0,5c3b53ff65779eae711ca8724c60846f2c4c13fe01dadafdca18a41d3a0898d18b180beb52b5675fae36428c3f69eb835c9cf1afad41562073ec387c0bca3848,
daft,4,1,0,0,0,fb0f8b2740fbc820777b8706568ce3347012c81cc1667bd19592aad069207a68bcb9ab21950b71d4d49e102d611d589c490983b2b0ce27fbb97e30375ede3f4a,
scurry,6,0,1,0,0,a833a510b5a784c6699849897c5d284f70ce485a091588c1224a945d427841a38a55fec65e9207d54544c1f46f80a15ef467526f0b71ed8b67779edc2d7fc286,
dissimilar,10,0,1,0,0,04fb24c1d00e1d3bbfe6a8f2d6e7f5a528e2de2dc748d37ea619e4c346bb2dfc35c6c1392f8b00ad8cb1da6a6d4956ae4e7834fbc7d44051fdb34f9236383886,
ballot box,10,0,1,0,0,05e22e249915d600adfd8e1e236851f24ef172c29296d348160dd6f057df7dd7adc0a7f84b384b94fcbb20410883659ce1e852fa922ce7838df17e7beeebd7f3,
unscramble,10,0,1,0,0,00b617d7fb5cd711a3c22fba26c9607618d9a1f81df9baf46c229b2a94804f96770e69d24189f18537da79b5058212f29f68d167bcf4b48c3eff01d86562cb77,
clothespin,10,0,1,0,0,3d19b8ed4e239b81cb40983663fcb685785866be78cdacce19d1da2dec4ea8348792dd6a724e1043ac97aa23730417963eb7f816320c9c7bc8618d38640b8e2a,
cosmetics,9,0,1,0,0,459014e3793f91a036aae88468382758479f14bfd87d1ac71c0b4c6a3abfb42068c8fe4aa251d97441a4619b655229d3753eb0186d90d9289e44d48eb4a3f867,
toaster,7,0,1,0,0,f3aebf95fef27f41a3af4ca7443c25e0ed0f5fe7848d33f6bba7c060e047446696adf0e03408e00f4fd46bb80643463b3d210a98c71b08bd70c4b7e452b54359,
inscrutable,11,0,0,1,0,82f0457b9fa4aaa1c4447bdc1c8cb8a7abc67b38e5972c95704b1f9084258d2b96d3e7746965e556ab52c7699b873a751d361fa68ecce6f50fed9f04974e0c75,
sleepwear,9,0,1,0,0,8f7ab72a9db362e23456bb5d8fbfdf34ea02f42193c3289e66ebf7b02700e527f47e4b3af3048110a1233265a6e6db9a0cca014d098c0e224ceedc5674a18949,
spray,5,1,0,0,0,f0c7a02aefee4be7e9b86331571eadeff99cb18e3e44fb95d6887614c90d8e8f959657e9d71e172a497cdd19566af2d3fa2b8be16911f0bf5a166140f72eea77,
piggish,7,0,1,0,0,83d0ea091319073d2e4870a8e5b01a8832888aa412e14a9b63b2c8e4d819d3ff993efc4a496eb4cd45b4518f41fb8f559a8460bfc4b8620eb6805445d90e002a,
oneness,7,0,1,0,0,1e0c3f277ca61c888adaa24e239a01bdd1dea1d2574abd2ae7ae71ed59c3c12dcb3b933c02e27502d8db2b9e5da63ba8e824426c6fddce179b73a8d1698a9389,
insensitivity,13,0,0,1,0,6b268bdcd286b8c6a8c150f63dc087158fb4e2a3f1a08d8de3453636461b6ede9b8a58131bf466a9d8926f1476a0eac888b6588ab84e2a3908b987d9fc6f8e7e,
crib,4,1,0,0,0,88c0941515c64e5f4c6af452220aa17ef4cd1573f74151965f86de8b1032f3fa865731395f91b1c98d50e120d788586df8f29e01749c4c1845e321b10942e853,
angora,6,0,1,0,0,d78eb9a675e30f64d59b3494094a67e024f7b4d8d05f01ba27bd6d5a6fcee840735745acbd289cc054bef8fdd811bbff92fa111cd8aada036803a8b71b89b406,
rectitude,9,0,1,0,0,8818a9fef234032a5fbbfaf97ce81d7040c20fe3e08b038a479f03a1ec15b56f8c847484ce27eb8e3d64490f450c373f2c9141cd94cf4802dbee03d8d2eb453d,
airborne,8,0,1,0,0,76243445464d4d8e690cb68e55cf1e0b7b0dc47ca95db3578dad8fc91352939d90e410a82483432b8dc46306adce04f579af8c1a6b109698467601a26c5200b9,
adjuster,8,0,1,0,0,fd53a934129e009e628420649743fb0d57ae8ab4efb698cf06e6b40749b74c70bca56d0184e51b14c5c7173ba7853bf9c32b7f4b13ff7c1ce2b4b49e43b97f63,
predecease,10,0,1,0,0,4d1d059de1001eda3192869837c02f688dbc3d3de053586c9a96e30994dc5c80cf30496ac8de19e2d8ccc39663ffaf2fdea1e21dcaa8c7b74a4da0fc0743c887,
polytechnic,11,0,0,1,0,010cb421d6ccffeb34d0c0fe4d793aa3b98c57e6bdc46f59cc5a9fec617e89cc4020eeeb09a7f9ff25e3fb5721f8f10461baa33c3607bdb6610aa56bb8d8127b,
chairwoman,10,0,1,0,0,8ea6dd9a1e8642638c2296cd4aed859077e298ea6f58be3e31ce6dd7f8650786a3c674be4416e92963baac663bd60e6dd0bafe0c3400899e984d97d2821bb3d2,
interdependence,15,0,0,1,0,58a387c9692a00307ca6ead75bba0e999853d217c9db314ad4d0cacddf70b596bd3df38b6c7b65591455c176efc7fd11a347a5e744f616fb1b20bc9f4f4191af,
statistic,9,0,1,0,0,d49818725ed176ef98eaa2eaa1e8091fcaedd2e316380b77dfb2c20c83203e0220244a45343fcaaf2588cce74e481dc96aeb65d2e42422276f70b5b24fa7b398,
ache,4,1,0,0,0,a1100e6ba60c7dbff83ce1c6e0a46789e14cdca600643b785fc168f9e42b354cc2f384e0e91aa07d37c43a31e3903872856481e0b83f2423940af6ea3253bab4,
porpoise,8,0,1,0,0,f951c9d5362e01e47491fc31d08f351461db247aa8c9e5285821a64afb11b1d6456cfe80bff11a6f83f6e366c86ed6293a6109b790fee427db6580434f6cb013,
glop,4,1,0,0,0,416b1861951170e1f6eb6543b0dd3d4f1994ce8da7cd82061513d3ddd1dd81111f4ada5caf6421f1d17425c6f29bdb4a95cf84df9eda4164f5a762acbb490a68,
mediocre,8,0,1,0,0,3672cfaa2e8d4ab0afbe5530b9c62f57acd84bd400263ed6505d67b83583065a89a844b1325875dd875089a2338b4afdc1f4516893e99ece26e2e1d5848e60db,
joyful,6,0,1,0,0,9bf38bd06f8e0abd3ed7e9d8cf176e4bbc674d6cf8a5517e3dc303aa96d8fe6924df123bd700e3514c4e2fc660077a20b291236f8b22ffd3962bb5cf260ff679,
month,5,1,0,0,0,0aedc2b72af0469d6c7cb47511ee29725fbc54cd7116ac8f39ae69c0224b52eb14b85d63d300539fb62bc244a10ed04a2491d139273fa47c92494b752af5284e,
milepost,8,0,1,0,0,4517b3fb6a4ca5d7b008daf1202c65ee92b290ea2c4e94808d604a008ede6a3ac6a145bf679b4b625062b6602effa7b83d2d05a8bb921da9925d5a646e414bf0,
seem,4,1,0,0,0,b8f64d647f3ef20ce4bad5ac7b82bd4aa52c63cd2f0fec7c5e1d5447cad667edf8cb6ec49188dd80029263984d11d5335cf27f4f2939948f546c3efe9cf50bb2,
thighbone,9,0,1,0,0,a54ba4140fbb1ff1be162fac6b3331d59ba36f3877fecfe542cb4ba51cc660e2bdb0c09be652a4a033a9c1958b3d157184f77471633efa1046ce3f3f45aae2d7,
concurrent,10,0,1,0,0,925750dd828dca3f57cd531b8a191e830ae6ba0d275c2d3237678dcdf08af051ef33a5c5f7180530fa2a9a2b8c2a4e4ed43aff8fc29037d2e4591b5a66a6ecfa,
spermatozoa,11,0,0,1,0,209eec486e498531f754d00e068fbf436c644647b11c15dccf53a2800d82af7debb5acb1b698066379d209f00bcac8eb146b49e89eaa00bbe86c4943b1b92aec,
deaden,6,0,1,0,0,4ada0f27eceac25c22b8eefe9684ecd7e3528f09904242ac5a8bc3de2492837f2558802895c695ac0abd45dca3c472100d80a5dafd709d0a4f9be8a9b2e47dba,
raft,4,1,0,0,0,2eadc085ad685e6a555214d16f88aa0fdb151ec13882748b949dc2453bb4b8a321559aaafac169f30f48874d314d2a35bc16dd05b87782eba84de17cb9db0b6f,
sensational,11,0,0,1,0,b06643f15eaa1124da6f3b517fb54dfad1a52abe35ce91ac4efe79389e4907deae19372625d91ebe0341c12fdd4a4f43a5ef4edc393c3aebca24a47d7b22a891,
